"ID";"ITEM";"FORMA";"COMPETENCIA";"ESTRUCTURA";"FUNCION";"DIFICULTAD_TCT";"BANCO_WEBEXAM"
1;"COMGC112";"01";"COMUNICATIVA";"2.1.1";"OPERATIVO";12,00;"COM01"
2;"COMPS122";"01";"COMUNICATIVA";"2.1.1";"OPERATIVO";17,00;"COM01"
3;"COMBM142";"01";"COMUNICATIVA";"1.2.1";"OPERATIVO";19,00;"COM01"
4;"MATBJ036";"01";"MATEMATICA";"1.1.3";"PILOTO";20,00;"MAT01"
5;"MATVP015";"01";"MATEMATICA";"1.1.1";"PILOTO";22,00;"MAT01"
6;"MATVP016";"01";"MATEMATICA";"1.1.1";"PILOTO";24,00;"MAT01"
7;"MATBJ035";"01";"MATEMATICA";"3.1.1";"PILOTO";25,00;"MAT01"
8;"MATCL046";"01";"MATEMATICA";"3.2.1";"PILOTO";26,00;"MAT01"
9;"COMGC110";"01";"COMUNICATIVA";"4.1.2";"OPERATIVO";27,00;"COM01"
10;"MATCL048";"01";"MATEMATICA";"2.1.1";"OPERATIVO";27,00;"MAT01"
11;"MATCH023";"01";"MATEMATICA";"3.1.1";"PILOTO";27,00;"MAT01"
12;"MATCH025";"01";"MATEMATICA";"2.1.1";"OPERATIVO";28,00;"MAT01"
13;"MATRJ011";"01";"MATEMATICA";"3.2.1";"OPERATIVO";28,00;"MAT01"
14;"CIEMC078";"01";"CIENTIFICA";"2.3.1";"OPERATIVO";29,00;"CIE01"
15;"CIEAP133";"01";"CIENTIFICA";"2.4.1";"OPERATIVO";32,00;"CIE01"
16;"CIELM118";"01";"CIENTIFICA";"2.3.3";"OPERATIVO";32,00;"CIE01"
17;"MATCH020";"01";"MATEMATICA";"1.2.1";"OPERATIVO";32,00;"MAT01"
18;"MATBJ032";"01";"MATEMATICA";"1.2.1";"OPERATIVO";33,00;"MAT01"
19;"MATBJ037";"01";"MATEMATICA";"1.1.3";"OPERATIVO";33,00;"MAT01"
20;"MATRJ008";"01";"MATEMATICA";"1.1.2";"OPERATIVO";35,00;"MAT01"
21;"MATYJ043";"01";"MATEMATICA";"2.2.1";"OPERATIVO";35,00;"MAT01"
22;"COMBR160";"01";"COMUNICATIVA";"1.2.2";"OPERATIVO";36,00;"COM01"
23;"MATRJ010";"01";"MATEMATICA";"1.1.2";"OPERATIVO";36,00;"MAT01"
24;"MATYJ038";"01";"MATEMATICA";"1.1.3";"OPERATIVO";36,00;"MAT01"
25;"MATYJ040";"01";"MATEMATICA";"3.1.1";"OPERATIVO";37,00;"MAT01"
26;"MATCH021";"01";"MATEMATICA";"1.2.1";"OPERATIVO";39,00;"MAT01"
27;"CIEVM001";"01";"CIENTIFICA";"2.2.2";"OPERATIVO";42,00;"CIE01"
28;"MATCH024";"01";"MATEMATICA";"2.1.1";"OPERATIVO";42,00;"MAT01"
29;"COMBR156";"01";"COMUNICATIVA";"4.3.1";"OPERATIVO";46,00;"COM01"
30;"COMYS088";"01";"COMUNICATIVA";"2.1.1";"OPERATIVO";48,00;"COM01"
31;"CIEAY077";"01";"CIENTIFICA";"2.1.2";"OPERATIVO";49,00;"CIE01"
32;"MATYJ042";"01";"MATEMATICA";"2.2.1";"OPERATIVO";49,00;"MAT01"
33;"COMGC108";"01";"COMUNICATIVA";"3.2.1";"OPERATIVO";50,00;"COM01"
34;"CIEAB067";"01";"CIENTIFICA";"2.3.2";"OPERATIVO";51,00;"CIE01"
35;"MATRJ012";"01";"MATEMATICA";"2.1.1";"OPERATIVO";53,00;"MAT01"
36;"COMLV161";"01";"COMUNICATIVA";"1.2.2";"OPERATIVO";56,00;"COM01"
37;"CIEBF062";"01";"CIENTIFICA";"2.4.2";"OPERATIVO";58,00;"CIE01"
38;"COMGC113";"01";"COMUNICATIVA";"3.1.1";"OPERATIVO";58,00;"COM01"
39;"CIESW027";"01";"CIENTIFICA";"3.2.1";"OPERATIVO";59,00;"CIE01"
40;"CIEAB069";"01";"CIENTIFICA";"3.1.1";"PILOTO";60,00;"CIE01"
41;"CIEAY075";"01";"CIENTIFICA";"2.4.3";"OPERATIVO";61,00;"CIE01"
42;"CIEBF061";"01";"CIENTIFICA";"2.4.2";"OPERATIVO";61,00;"CIE01"
43;"MATBJ034";"01";"MATEMATICA";"3.1.1";"OPERATIVO";62,00;"MAT01"
44;"CIESW031";"01";"CIENTIFICA";"2.1.1";"OPERATIVO";63,00;"CIE01"
45;"CIEVM002";"01";"CIENTIFICA";"2.2.2";"OPERATIVO";65,00;"CIE01"
46;"COMYS090";"01";"COMUNICATIVA";"4.1.1";"PILOTO";65,00;"COM01"
47;"COMGC107";"01";"COMUNICATIVA";"3.1.1";"OPERATIVO";66,00;"COM01"
48;"COMWO181";"01";"COMUNICATIVA";"4.2.1";"OPERATIVO";66,00;"COM01"
49;"MATRJ009";"01";"MATEMATICA";"1.1.2";"OPERATIVO";67,00;"MAT01"
50;"COMVS170";"01";"COMUNICATIVA";"1.1.2";"OPERATIVO";68,00;"COM01"
51;"CIEVM003";"01";"CIENTIFICA";"2.3.1";"OPERATIVO";69,00;"CIE01"
52;"COMBM135";"01";"COMUNICATIVA";"4.1.2";"OPERATIVO";69,00;"COM01"
53;"COMYS084";"01";"COMUNICATIVA";"1.1.2";"OPERATIVO";69,00;"COM01"
54;"MATCH022";"01";"MATEMATICA";"3.1.1";"OPERATIVO";69,00;"MAT01"
55;"COMWO182";"01";"COMUNICATIVA";"4.2.1";"OPERATIVO";72,00;"COM01"
56;"COMYS087";"01";"COMUNICATIVA";"2.1.1";"OPERATIVO";73,00;"COM01"
57;"CIELM116";"01";"CIENTIFICA";"1.2.1";"OPERATIVO";74,00;"CIE01"
58;"CIELM119";"01";"CIENTIFICA";"2.3.3";"OPERATIVO";74,00;"CIE01"
59;"CIEVM005";"01";"CIENTIFICA";"1.1.1";"OPERATIVO";74,00;"CIE01"
60;"COMBM136";"01";"COMUNICATIVA";"4.1.2";"OPERATIVO";74,00;"COM01"
61;"COMPS127";"01";"COMUNICATIVA";"3.2.1";"PILOTO";74,00;"COM01"
62;"COMWO180";"01";"COMUNICATIVA";"3.1.1";"OPERATIVO";75,00;"COM01"
63;"CIEVM006";"01";"CIENTIFICA";"1.1.1";"PILOTO";76,00;"CIE01"
64;"COMGC111";"01";"COMUNICATIVA";"2.2.1";"OPERATIVO";77,00;"COM01"
65;"CIEAB068";"01";"CIENTIFICA";"3.1.1";"PILOTO";77,00;"CIE01"
66;"CIESW030";"01";"CIENTIFICA";"2.1.1";"OPERATIVO";78,00;"CIE01"
67;"CIEAY074";"01";"CIENTIFICA";"2.4.3";"PILOTO";79,00;"CIE01"
68;"CIEBF056";"01";"CIENTIFICA";"2.1.2";"PILOTO";79,00;"CIE01"
69;"CIEAB064";"01";"CIENTIFICA";"1.2.1";"PILOTO";83,00;"CIE01"
70;"CIEAB066";"01";"CIENTIFICA";"2.3.2";"PILOTO";83,00;"CIE01"
71;"CIEAY070";"01";"CIENTIFICA";"2.2.1";"PILOTO";85,00;"CIE01"
72;"COMWO179";"01";"COMUNICATIVA";"1.2.1";"PILOTO";85,00;"COM01"
73;"CIEBF058";"01";"CIENTIFICA";"2.1.2";"PILOTO";86,00;"CIE01"
74;"COMBR154";"01";"COMUNICATIVA";"4.3.1";"PILOTO";86,00;"COM01"
75;"COMBR155";"01";"COMUNICATIVA";"1.2.2";"PILOTO";87,00;"COM01"
76;"COMVS172";"01";"COMUNICATIVA";"4.1.1";"PILOTO";87,00;"COM01"
77;"MATVP014";"01";"MATEMATICA";"1.1.1";"OPERATIVO";91,00;"MAT01"
78;"COMBR151";"01";"COMUNICATIVA";"1.1.1";"PILOTO";93,00;"COM01"
79;"COMYS091";"01";"COMUNICATIVA";"4.1.1";"PILOTO";96,00;"COM01"
80;"COMGC109";"01";"COMUNICATIVA";"2.1.2";"PILOTO";97,00;"COM01"
81;"COMGC115";"01";"COMUNICATIVA";"4.1.2";"PILOTO";97,00;"COM01"
82;"COMYS086";"01";"COMUNICATIVA";"1.1.2";"PILOTO";97,00;"COM01"
83;"MATCR055";"02";"MATEMATICA";"3.1.1";"PILOTO";12,00;"MAT02"
84;"CIEAB065";"02";"CIENTIFICA";"1.1.1";"OPERATIVO";16,00;"CIE02"
85;"MATBA096";"02";"MATEMATICA";"2.1.1";"PILOTO";16,00;"MAT02"
86;"MATCL044";"02";"MATEMATICA";"1.1.2";"PILOTO";16,00;"MAT02"
87;"COMBM142";"02";"COMUNICATIVA";"1.2.1";"OPERATIVO";19,00;"COM02"
88;"CIELM117";"02";"CIENTIFICA";"1.2.1";"OPERATIVO";22,00;"CIE02"
89;"MATCR050";"02";"MATEMATICA";"1.1.3";"PILOTO";23,00;"MAT02"
90;"MATBJ033";"02";"MATEMATICA";"1.2.1";"PILOTO";24,00;"MAT02"
91;"MATCL046";"02";"MATEMATICA";"3.2.1";"PILOTO";26,00;"MAT02"
92;"COMGC110";"02";"COMUNICATIVA";"4.1.2";"OPERATIVO";27,00;"COM02"
93;"COMVS171";"02";"COMUNICATIVA";"4.1.1";"PILOTO";27,00;"COM02"
94;"COMPS128";"02";"COMUNICATIVA";"3.2.1";"OPERATIVO";28,00;"COM02"
95;"MATCR053";"02";"MATEMATICA";"1.2.1";"OPERATIVO";28,00;"MAT02"
96;"CIEMC078";"02";"CIENTIFICA";"2.3.1";"OPERATIVO";29,00;"CIE02"
97;"MATCL045";"02";"MATEMATICA";"1.1.2";"OPERATIVO";29,00;"MAT02"
98;"COMBM137";"02";"COMUNICATIVA";"4.1.2";"OPERATIVO";30,00;"COM02"
99;"CIEAP133";"02";"CIENTIFICA";"2.4.1";"OPERATIVO";32,00;"CIE02"
100;"CIELM118";"02";"CIENTIFICA";"2.3.3";"OPERATIVO";32,00;"CIE02"
101;"MATRJ013";"02";"MATEMATICA";"1.1.2";"OPERATIVO";35,00;"MAT02"
102;"MATYJ043";"02";"MATEMATICA";"2.2.1";"OPERATIVO";35,00;"MAT02"
103;"COMBR160";"02";"COMUNICATIVA";"1.2.2";"OPERATIVO";36,00;"COM02"
104;"MATCL049";"02";"MATEMATICA";"2.1.1";"OPERATIVO";36,00;"MAT02"
105;"MATYJ040";"02";"MATEMATICA";"3.1.1";"OPERATIVO";37,00;"MAT02"
106;"MATBA095";"02";"MATEMATICA";"2.1.1";"OPERATIVO";41,00;"MAT02"
107;"MATCR051";"02";"MATEMATICA";"1.1.3";"OPERATIVO";41,00;"MAT02"
108;"MATCR054";"02";"MATEMATICA";"3.1.1";"OPERATIVO";41,00;"MAT02"
109;"COMBR157";"02";"COMUNICATIVA";"4.3.1";"PILOTO";41,00;"COM02"
110;"CIEVM001";"02";"CIENTIFICA";"2.2.2";"OPERATIVO";42,00;"CIE02"
111;"MATCL047";"02";"MATEMATICA";"3.2.1";"OPERATIVO";44,00;"MAT02"
112;"COMBR156";"02";"COMUNICATIVA";"4.3.1";"OPERATIVO";46,00;"COM02"
113;"CIEMC080";"02";"CIENTIFICA";"2.4.2";"OPERATIVO";48,00;"CIE02"
114;"COMYS085";"02";"COMUNICATIVA";"1.1.2";"OPERATIVO";48,00;"COM02"
115;"COMYS088";"02";"COMUNICATIVA";"2.1.1";"OPERATIVO";48,00;"COM02"
116;"MATBA093";"02";"MATEMATICA";"3.1.1";"OPERATIVO";48,00;"MAT02"
117;"CIEAY077";"02";"CIENTIFICA";"2.1.2";"OPERATIVO";49,00;"CIE02"
118;"MATYJ042";"02";"MATEMATICA";"2.2.1";"OPERATIVO";49,00;"MAT02"
119;"CIEAB067";"02";"CIENTIFICA";"2.3.2";"OPERATIVO";51,00;"CIE02"
120;"COMPS123";"02";"COMUNICATIVA";"2.1.1";"OPERATIVO";52,00;"COM02"
121;"MATVP019";"02";"MATEMATICA";"1.1.1";"OPERATIVO";52,00;"MAT02"
122;"CIESW029";"02";"CIENTIFICA";"2.4.3";"OPERATIVO";53,00;"CIE02"
123;"MATRJ012";"02";"MATEMATICA";"2.1.1";"OPERATIVO";53,00;"MAT02"
124;"MATYJ039";"02";"MATEMATICA";"1.1.3";"OPERATIVO";53,00;"MAT02"
125;"COMBM138";"02";"COMUNICATIVA";"4.1.2";"OPERATIVO";55,00;"COM02"
126;"COMLV161";"02";"COMUNICATIVA";"1.2.2";"OPERATIVO";56,00;"COM02"
127;"CIEBF062";"02";"CIENTIFICA";"2.4.2";"OPERATIVO";58,00;"CIE02"
128;"COMGC113";"02";"COMUNICATIVA";"3.1.1";"OPERATIVO";58,00;"COM02"
129;"MATBA094";"02";"MATEMATICA";"3.1.1";"OPERATIVO";58,00;"MAT02"
130;"MATCR052";"02";"MATEMATICA";"1.2.1";"OPERATIVO";58,00;"MAT02"
131;"CIELM120";"02";"CIENTIFICA";"3.1.1";"PILOTO";58,00;"CIE02"
132;"CIESW027";"02";"CIENTIFICA";"3.2.1";"OPERATIVO";59,00;"CIE02"
133;"CIEAB069";"02";"CIENTIFICA";"3.1.1";"PILOTO";60,00;"CIE02"
134;"CIEAY075";"02";"CIENTIFICA";"2.4.3";"OPERATIVO";61,00;"CIE02"
135;"CIESW031";"02";"CIENTIFICA";"2.1.1";"OPERATIVO";63,00;"CIE02"
136;"CIEVM002";"02";"CIENTIFICA";"2.2.2";"OPERATIVO";65,00;"CIE02"
137;"COMWO181";"02";"COMUNICATIVA";"4.2.1";"OPERATIVO";66,00;"COM02"
138;"COMVS170";"02";"COMUNICATIVA";"1.1.2";"OPERATIVO";68,00;"COM02"
139;"COMYS084";"02";"COMUNICATIVA";"1.1.2";"OPERATIVO";69,00;"COM02"
140;"COMWO182";"02";"COMUNICATIVA";"4.2.1";"OPERATIVO";72,00;"COM02"
141;"COMYS087";"02";"COMUNICATIVA";"2.1.1";"OPERATIVO";73,00;"COM02"
142;"CIELM116";"02";"CIENTIFICA";"1.2.1";"OPERATIVO";74,00;"CIE02"
143;"CIELM119";"02";"CIENTIFICA";"2.3.3";"OPERATIVO";74,00;"CIE02"
144;"COMPS127";"02";"COMUNICATIVA";"3.2.1";"PILOTO";74,00;"COM02"
145;"COMWO180";"02";"COMUNICATIVA";"3.1.1";"OPERATIVO";75,00;"COM02"
146;"CIEMC079";"02";"CIENTIFICA";"2.3.1";"PILOTO";75,00;"CIE02"
147;"CIEVM006";"02";"CIENTIFICA";"1.1.1";"PILOTO";76,00;"CIE02"
148;"COMGC111";"02";"COMUNICATIVA";"2.2.1";"OPERATIVO";77,00;"COM02"
149;"MATVP018";"02";"MATEMATICA";"1.1.1";"OPERATIVO";78,00;"MAT02"
150;"COMPS125";"02";"COMUNICATIVA";"3.1.1";"PILOTO";78,00;"COM02"
151;"CIEBF056";"02";"CIENTIFICA";"2.1.2";"PILOTO";79,00;"CIE02"
152;"MATVP017";"02";"MATEMATICA";"1.1.1";"OPERATIVO";80,00;"MAT02"
153;"CIEAP130";"02";"CIENTIFICA";"2.1.1";"PILOTO";80,00;"CIE02"
154;"CIEBF057";"02";"CIENTIFICA";"2.1.2";"PILOTO";83,00;"CIE02"
155;"CIEAY070";"02";"CIENTIFICA";"2.2.1";"PILOTO";85,00;"CIE02"
156;"COMWO179";"02";"COMUNICATIVA";"1.2.1";"PILOTO";85,00;"COM02"
157;"COMBR155";"02";"COMUNICATIVA";"1.2.2";"PILOTO";87,00;"COM02"
158;"COMVS172";"02";"COMUNICATIVA";"4.1.1";"PILOTO";87,00;"COM02"
159;"COMBR151";"02";"COMUNICATIVA";"1.1.1";"PILOTO";93,00;"COM02"
160;"CIEMC082";"02";"CIENTIFICA";"2.3.2";"PILOTO";96,00;"CIE02"
161;"COMYS091";"02";"COMUNICATIVA";"4.1.1";"PILOTO";96,00;"COM02"
162;"COMYS089";"02";"COMUNICATIVA";"2.1.1";"OPERATIVO";97,00;"COM02"
163;"COMGC109";"02";"COMUNICATIVA";"2.1.2";"PILOTO";97,00;"COM02"
164;"COMGC115";"02";"COMUNICATIVA";"4.1.2";"PILOTO";97,00;"COM02"
165;"COMGC112";"03";"COMUNICATIVA";"2.1.1";"OPERATIVO";12,00;"COM03"
166;"CIEAB065";"03";"CIENTIFICA";"1.1.1";"OPERATIVO";16,00;"CIE03"
167;"MATBA096";"03";"MATEMATICA";"2.1.1";"PILOTO";16,00;"MAT03"
168;"COMPS122";"03";"COMUNICATIVA";"2.1.1";"OPERATIVO";17,00;"COM03"
169;"COMBM142";"03";"COMUNICATIVA";"1.2.1";"OPERATIVO";19,00;"COM03"
170;"MATBJ036";"03";"MATEMATICA";"1.1.3";"PILOTO";20,00;"MAT03"
171;"CIELM117";"03";"CIENTIFICA";"1.2.1";"OPERATIVO";22,00;"CIE03"
172;"MATVP015";"03";"MATEMATICA";"1.1.1";"PILOTO";22,00;"MAT03"
173;"MATVP016";"03";"MATEMATICA";"1.1.1";"PILOTO";24,00;"MAT03"
174;"COMBM139";"03";"COMUNICATIVA";"4.1.2";"OPERATIVO";25,00;"COM03"
175;"MATBJ035";"03";"MATEMATICA";"3.1.1";"PILOTO";25,00;"MAT03"
176;"COMVS171";"03";"COMUNICATIVA";"4.1.1";"PILOTO";27,00;"COM03"
177;"MATCH023";"03";"MATEMATICA";"3.1.1";"PILOTO";27,00;"MAT03"
178;"COMPS128";"03";"COMUNICATIVA";"3.2.1";"OPERATIVO";28,00;"COM03"
179;"MATRJ011";"03";"MATEMATICA";"3.2.1";"OPERATIVO";28,00;"MAT03"
180;"CIEAY072";"03";"CIENTIFICA";"2.2.1";"OPERATIVO";30,00;"CIE03"
181;"CIELM118";"03";"CIENTIFICA";"2.3.3";"OPERATIVO";32,00;"CIE03"
182;"MATCH020";"03";"MATEMATICA";"1.2.1";"OPERATIVO";32,00;"MAT03"
183;"MATBJ032";"03";"MATEMATICA";"1.2.1";"OPERATIVO";33,00;"MAT03"
184;"MATBJ037";"03";"MATEMATICA";"1.1.3";"OPERATIVO";33,00;"MAT03"
185;"MATRJ008";"03";"MATEMATICA";"1.1.2";"OPERATIVO";35,00;"MAT03"
186;"MATYJ043";"03";"MATEMATICA";"2.2.1";"OPERATIVO";35,00;"MAT03"
187;"COMBR160";"03";"COMUNICATIVA";"1.2.2";"OPERATIVO";36,00;"COM03"
188;"MATCL049";"03";"MATEMATICA";"2.1.1";"OPERATIVO";36,00;"MAT03"
189;"MATRJ010";"03";"MATEMATICA";"1.1.2";"OPERATIVO";36,00;"MAT03"
190;"MATYJ038";"03";"MATEMATICA";"1.1.3";"OPERATIVO";36,00;"MAT03"
191;"MATCH021";"03";"MATEMATICA";"1.2.1";"OPERATIVO";39,00;"MAT03"
192;"MATBA095";"03";"MATEMATICA";"2.1.1";"OPERATIVO";41,00;"MAT03"
193;"MATCR054";"03";"MATEMATICA";"3.1.1";"OPERATIVO";41,00;"MAT03"
194;"COMBR157";"03";"COMUNICATIVA";"4.3.1";"PILOTO";41,00;"COM03"
195;"CIEVM001";"03";"CIENTIFICA";"2.2.2";"OPERATIVO";42,00;"CIE03"
196;"COMLV163";"03";"COMUNICATIVA";"2.2.1";"OPERATIVO";42,00;"COM03"
197;"MATCH024";"03";"MATEMATICA";"2.1.1";"OPERATIVO";42,00;"MAT03"
198;"COMGC114";"03";"COMUNICATIVA";"2.1.2";"OPERATIVO";44,00;"COM03"
199;"MATCL047";"03";"MATEMATICA";"3.2.1";"OPERATIVO";44,00;"MAT03"
200;"CIEAY076";"03";"CIENTIFICA";"2.1.2";"OPERATIVO";47,00;"CIE03"
201;"CIEMC080";"03";"CIENTIFICA";"2.4.2";"OPERATIVO";48,00;"CIE03"
202;"CIEMC081";"03";"CIENTIFICA";"2.4.2";"OPERATIVO";48,00;"CIE03"
203;"CIEAY077";"03";"CIENTIFICA";"2.1.2";"OPERATIVO";49,00;"CIE03"
204;"MATYJ042";"03";"MATEMATICA";"2.2.1";"OPERATIVO";49,00;"MAT03"
205;"COMGC108";"03";"COMUNICATIVA";"3.2.1";"OPERATIVO";50,00;"COM03"
206;"CIESW029";"03";"CIENTIFICA";"2.4.3";"OPERATIVO";53,00;"CIE03"
207;"CIELM120";"03";"CIENTIFICA";"3.1.1";"PILOTO";58,00;"CIE03"
208;"CIEAP134";"03";"CIENTIFICA";"2.4.1";"OPERATIVO";62,00;"CIE03"
209;"COMBM140";"03";"COMUNICATIVA";"4.1.2";"OPERATIVO";62,00;"COM03"
210;"MATBJ034";"03";"MATEMATICA";"3.1.1";"OPERATIVO";62,00;"MAT03"
211;"CIEVM002";"03";"CIENTIFICA";"2.2.2";"OPERATIVO";65,00;"CIE03"
212;"COMYS090";"03";"COMUNICATIVA";"4.1.1";"PILOTO";65,00;"COM03"
213;"CIELM121";"03";"CIENTIFICA";"3.1.1";"OPERATIVO";66,00;"CIE03"
214;"COMGC107";"03";"COMUNICATIVA";"3.1.1";"OPERATIVO";66,00;"COM03"
215;"COMWO181";"03";"COMUNICATIVA";"4.2.1";"OPERATIVO";66,00;"COM03"
216;"COMLV164";"03";"COMUNICATIVA";"1.2.2";"OPERATIVO";67,00;"COM03"
217;"MATRJ009";"03";"MATEMATICA";"1.1.2";"OPERATIVO";67,00;"MAT03"
218;"COMVS170";"03";"COMUNICATIVA";"1.1.2";"OPERATIVO";68,00;"COM03"
219;"CIEVM003";"03";"CIENTIFICA";"2.3.1";"OPERATIVO";69,00;"CIE03"
220;"COMBM135";"03";"COMUNICATIVA";"4.1.2";"OPERATIVO";69,00;"COM03"
221;"COMYS084";"03";"COMUNICATIVA";"1.1.2";"OPERATIVO";69,00;"COM03"
222;"MATCH022";"03";"MATEMATICA";"3.1.1";"OPERATIVO";69,00;"MAT03"
223;"COMPS124";"03";"COMUNICATIVA";"2.1.1";"OPERATIVO";70,00;"COM03"
224;"COMWO182";"03";"COMUNICATIVA";"4.2.1";"OPERATIVO";72,00;"COM03"
225;"CIELM119";"03";"CIENTIFICA";"2.3.3";"OPERATIVO";74,00;"CIE03"
226;"CIEVM005";"03";"CIENTIFICA";"1.1.1";"OPERATIVO";74,00;"CIE03"
227;"COMBM136";"03";"COMUNICATIVA";"4.1.2";"OPERATIVO";74,00;"COM03"
228;"COMWO180";"03";"COMUNICATIVA";"3.1.1";"OPERATIVO";75,00;"COM03"
229;"CIEMC079";"03";"CIENTIFICA";"2.3.1";"PILOTO";75,00;"CIE03"
230;"CIESW030";"03";"CIENTIFICA";"2.1.1";"OPERATIVO";78,00;"CIE03"
231;"COMPS125";"03";"COMUNICATIVA";"3.1.1";"PILOTO";78,00;"COM03"
232;"CIEAY074";"03";"CIENTIFICA";"2.4.3";"PILOTO";79,00;"CIE03"
233;"CIEBF056";"03";"CIENTIFICA";"2.1.2";"PILOTO";79,00;"CIE03"
234;"COMBR153";"03";"COMUNICATIVA";"2.1.1";"PILOTO";79,00;"COM03"
235;"CIEAP130";"03";"CIENTIFICA";"2.1.1";"PILOTO";80,00;"CIE03"
236;"CIEAB064";"03";"CIENTIFICA";"1.2.1";"PILOTO";83,00;"CIE03"
237;"COMLV162";"03";"COMUNICATIVA";"1.1.2";"PILOTO";84,00;"COM03"
238;"CIEAP132";"03";"CIENTIFICA";"3.2.1";"PILOTO";85,00;"CIE03"
239;"CIEMC083";"03";"CIENTIFICA";"2.3.2";"PILOTO";85,00;"CIE03"
240;"COMWO179";"03";"COMUNICATIVA";"1.2.1";"PILOTO";85,00;"COM03"
241;"COMBR154";"03";"COMUNICATIVA";"4.3.1";"PILOTO";86,00;"COM03"
242;"COMBR155";"03";"COMUNICATIVA";"1.2.2";"PILOTO";87,00;"COM03"
243;"COMVS172";"03";"COMUNICATIVA";"4.1.1";"PILOTO";87,00;"COM03"
244;"COMBR152";"03";"COMUNICATIVA";"1.1.1";"PILOTO";89,00;"COM03"
245;"MATVP014";"03";"MATEMATICA";"1.1.1";"OPERATIVO";91,00;"MAT03"
246;"CIEMC082";"03";"CIENTIFICA";"2.3.2";"PILOTO";96,00;"CIE03"
247;"MATCR055";"04";"MATEMATICA";"3.1.1";"PILOTO";12,00;"MAT04"
248;"MATBA096";"04";"MATEMATICA";"2.1.1";"PILOTO";16,00;"MAT04"
249;"MATCL044";"04";"MATEMATICA";"1.1.2";"PILOTO";16,00;"MAT04"
250;"COMBM142";"04";"COMUNICATIVA";"1.2.1";"OPERATIVO";19,00;"COM04"
251;"MATCR050";"04";"MATEMATICA";"1.1.3";"PILOTO";23,00;"MAT04"
252;"MATBJ033";"04";"MATEMATICA";"1.2.1";"PILOTO";24,00;"MAT04"
253;"COMBM139";"04";"COMUNICATIVA";"4.1.2";"OPERATIVO";25,00;"COM04"
254;"MATCL046";"04";"MATEMATICA";"3.2.1";"PILOTO";26,00;"MAT04"
255;"MATCL048";"04";"MATEMATICA";"2.1.1";"OPERATIVO";27,00;"MAT04"
256;"MATCH025";"04";"MATEMATICA";"2.1.1";"OPERATIVO";28,00;"MAT04"
257;"MATCR053";"04";"MATEMATICA";"1.2.1";"OPERATIVO";28,00;"MAT04"
258;"MATRJ011";"04";"MATEMATICA";"3.2.1";"OPERATIVO";28,00;"MAT04"
259;"CIEMC078";"04";"CIENTIFICA";"2.3.1";"OPERATIVO";29,00;"CIE04"
260;"MATCL045";"04";"MATEMATICA";"1.1.2";"OPERATIVO";29,00;"MAT04"
261;"CIEAY072";"04";"CIENTIFICA";"2.2.1";"OPERATIVO";30,00;"CIE04"
262;"COMBM137";"04";"COMUNICATIVA";"4.1.2";"OPERATIVO";30,00;"COM04"
263;"CIELM118";"04";"CIENTIFICA";"2.3.3";"OPERATIVO";32,00;"CIE04"
264;"MATRJ013";"04";"MATEMATICA";"1.1.2";"OPERATIVO";35,00;"MAT04"
265;"MATYJ043";"04";"MATEMATICA";"2.2.1";"OPERATIVO";35,00;"MAT04"
266;"COMBR160";"04";"COMUNICATIVA";"1.2.2";"OPERATIVO";36,00;"COM04"
267;"MATYJ040";"04";"MATEMATICA";"3.1.1";"OPERATIVO";37,00;"MAT04"
268;"MATCR051";"04";"MATEMATICA";"1.1.3";"OPERATIVO";41,00;"MAT04"
269;"CIEVM001";"04";"CIENTIFICA";"2.2.2";"OPERATIVO";42,00;"CIE04"
270;"COMLV163";"04";"COMUNICATIVA";"2.2.1";"OPERATIVO";42,00;"COM04"
271;"COMGC114";"04";"COMUNICATIVA";"2.1.2";"OPERATIVO";44,00;"COM04"
272;"COMBR156";"04";"COMUNICATIVA";"4.3.1";"OPERATIVO";46,00;"COM04"
273;"CIEAY076";"04";"CIENTIFICA";"2.1.2";"OPERATIVO";47,00;"CIE04"
274;"CIEMC081";"04";"CIENTIFICA";"2.4.2";"OPERATIVO";48,00;"CIE04"
275;"COMYS085";"04";"COMUNICATIVA";"1.1.2";"OPERATIVO";48,00;"COM04"
276;"MATBA093";"04";"MATEMATICA";"3.1.1";"OPERATIVO";48,00;"MAT04"
277;"MATYJ042";"04";"MATEMATICA";"2.2.1";"OPERATIVO";49,00;"MAT04"
278;"COMGC108";"04";"COMUNICATIVA";"3.2.1";"OPERATIVO";50,00;"COM04"
279;"COMPS123";"04";"COMUNICATIVA";"2.1.1";"OPERATIVO";52,00;"COM04"
280;"MATVP019";"04";"MATEMATICA";"1.1.1";"OPERATIVO";52,00;"MAT04"
281;"MATRJ012";"04";"MATEMATICA";"2.1.1";"OPERATIVO";53,00;"MAT04"
282;"MATYJ039";"04";"MATEMATICA";"1.1.3";"OPERATIVO";53,00;"MAT04"
283;"COMBM138";"04";"COMUNICATIVA";"4.1.2";"OPERATIVO";55,00;"COM04"
284;"COMGC113";"04";"COMUNICATIVA";"3.1.1";"OPERATIVO";58,00;"COM04"
285;"MATBA094";"04";"MATEMATICA";"3.1.1";"OPERATIVO";58,00;"MAT04"
286;"MATCR052";"04";"MATEMATICA";"1.2.1";"OPERATIVO";58,00;"MAT04"
287;"CIEAY075";"04";"CIENTIFICA";"2.4.3";"OPERATIVO";61,00;"CIE04"
